IP,Subject_CN,Issuer_CN,Sig_Algo,Pubkey_Type,Pubkey_Bits,NotAfter,SAN,source
,studentemployment.neu.edu,"C=US, O=""Thawte, Inc."", CN=Thawte SSL CA",,,,2013-11-20T23:59:59,studentemployment.neu.edu,crtsh
,wwwprod.biochem.wisc.edu,"C=GB, ST=Greater Manchester, L=Salford, O=COMODO CA Limited, CN=COMODO High-Assurance Secure Server CA",,,,2013-11-02T23:59:59,wwwprod.biochem.wisc.edu;www.wwwprod.biochem.wisc.edu,crtsh
,webserver,"C=US, O=DigiCert Inc, OU=www.digicert.com, CN=DigiCert High Assurance CA-3",,,,2013-04-03T12:00:00,umtv.umd.edu;www.umtv.umd.edu,crtsh
,webmetrics.unm.edu,"C=US, O=""Thawte, Inc."", CN=Thawte SSL CA",,,,2013-08-25T23:59:59,webmetrics.unm.edu,crtsh
,airs.okstate.edu,"C=US, ST=Arizona, L=Scottsdale, O=""GoDaddy.com, Inc."", OU=http://certificates.godaddy.com/repository, CN=Go Daddy Secure Certification Authority, serialNumber=07969287",,,,2013-05-26T14:48:21,airs.okstate.edu;www.airs.okstate.edu,crtsh
,orahs.research.ucsb.edu,"C=US, O=""GeoTrust, Inc."", CN=GeoTrust SSL CA",,,,2013-06-14T03:17:45,orahs.research.ucsb.edu,crtsh
,lawdev.widener.edu,"C=US, O=Network Solutions L.L.C., CN=Network Solutions Certificate Authority",,,,2013-11-03T23:59:59,lawdev.widener.edu,crtsh
,intraweb.usfca.edu,"C=US, O=""VeriSign, Inc."", OU=VeriSign Trust Network, OU=Terms of use at https://www.verisign.com/rpa (c)10, CN=VeriSign Class 3 Secure Server CA - G3",,,,2013-08-04T23:59:59,intraweb2.usfca.edu;intraweb.usfca.edu,crtsh
,webmail.cccd.edu,"C=US, O=""VeriSign, Inc."", OU=VeriSign Trust Network, OU=Terms of use at https://www.verisign.com/rpa (c)06, CN=VeriSign Class 3 Extended Validation SSL SGC CA",,,,2013-04-28T23:59:59,webmail.cccd.edu,crtsh
,aceweb.wku.edu,"C=US, O=""Thawte, Inc."", CN=Thawte SSL CA",,,,2013-12-07T23:59:59,aceweb.wku.edu,crtsh
,SECURE1.CSMC.EDU,"C=US, O=""VeriSign, Inc."", OU=VeriSign Trust Network, OU=Terms of use at https://www.verisign.com/rpa (c)10, CN=VeriSign Class 3 Secure Server CA - G3",,,,2013-12-04T23:59:59,SECURE1.CSMC.EDU,crtsh
,ssb.necc.mass.edu,"C=GB, ST=Greater Manchester, L=Salford, O=COMODO CA Limited, CN=COMODO High-Assurance Secure Server CA",,,,2013-07-22T23:59:59,ssb.necc.mass.edu;www.ssb.necc.mass.edu,crtsh
,miscel1.cel.cmich.edu,"C=US, O=""Entrust, Inc."", OU=www.entrust.net/rpa is incorporated by reference, OU=""(c) 2009 Entrust, Inc."", CN=Entrust Certification Authority - L1C",,,,2013-06-20T10:55:24,miscel1.cel.cmich.edu,crtsh
,syllabus.uga.edu,"C=US, O=""VeriSign, Inc."", OU=VeriSign Trust Network, OU=Terms of use at https://www.verisign.com/rpa (c)10, CN=VeriSign Class 3 International Server CA - G3",,,,2013-07-05T23:59:59,syllabus.uga.edu,crtsh
,studentcomputing.arch.vt.edu,"Virginia Tech Global Server CA, OU=Global Server CA, O=Virginia Tech, C=US",,,,2013-08-23T14:34:57,edu;studentcomputing.arch.vt.edu,crtsh
,portal4.appstate.edu,"C=US, O=""GeoTrust, Inc."", CN=RapidSSL CA",,,,2013-09-09T20:51:09,portal4.appstate.edu,crtsh
,physics.wustl.edu,"C=US, O=GeoTrust Inc., OU=Domain Validated SSL, CN=GeoTrust DV SSL CA",,,,2013-08-09T20:35:37,intranet.physics.wustl.edu;office.physics.wustl.edu;physics.wustl.edu;www.physics.wustl.edu,crtsh
,banner.sis.hawaii.edu,"C=US, O=""Thawte, Inc."", CN=Thawte SSL CA",,,,2013-11-07T23:59:59,banner.sis.hawaii.edu,crtsh
,wakeonlan.iu.edu,"C=GB, ST=Greater Manchester, L=Salford, O=COMODO CA Limited, CN=COMODO High-Assurance Secure Server CA",,,,2013-11-07T23:59:59,wakeonlan.iu.edu;www.wakeonlan.iu.edu,crtsh
,partners.jhuapl.edu,"C=US, O=""Entrust, Inc."", OU=www.entrust.net/rpa is incorporated by reference, OU=""(c) 2009 Entrust, Inc."", CN=Entrust Certification Authority - L1C",,,,2013-07-21T17:26:53,partners.jhuapl.edu,crtsh
,moodle.simpson.edu,"C=GB, ST=Greater Manchester, L=Salford, O=COMODO CA Limited, CN=COMODO High-Assurance Secure Server CA",,,,2013-08-22T23:59:59,moodle.simpson.edu;www.moodle.simpson.edu,crtsh
,vtechcenter.mcphs.edu,"C=BE, OU=Domain Validation CA, O=GlobalSign nv-sa, CN=GlobalSign Domain Validation CA",,,,2013-08-27T12:24:49,vtechcenter.mcphs.edu,crtsh
,housing.binghamton.edu,"C=US, O=Network Solutions L.L.C., CN=Network Solutions DV Server CA",,,,2013-08-31T23:59:59,housing.binghamton.edu,crtsh
,netreg.bu.edu,"C=US, O=Internet2, OU=InCommon, CN=InCommon Server CA",,,,2013-05-08T23:59:59,netreg.bu.edu,crtsh
,*.saumag.edu,"C=US, O=DigiCert Inc, OU=www.digicert.com, CN=DigiCert High Assurance CA-3",,,,2013-11-20T12:00:00,*.saumag.edu;saumag.edu,crtsh
,eLearn.southwest.tn.edu,"C=US, ST=Arizona, L=Scottsdale, O=""GoDaddy.com, Inc."", OU=http://certificates.godaddy.com/repository, CN=Go Daddy Secure Certification Authority, serialNumber=07969287",,,,2013-03-29T17:18:34,eLearn.southwest.tn.edu;www.eLearn.southwest.tn.edu,crtsh
,accessplus.iastate.edu,"C=GB, ST=Greater Manchester, L=Salford, O=COMODO CA Limited, CN=COMODO High-Assurance Secure Server CA",,,,2013-11-28T23:59:59,accessplus.iastate.edu;www.accessplus.iastate.edu,crtsh
,logintest.umt.edu,"C=US, O=Internet2, OU=InCommon, CN=InCommon Server CA",,,,2013-11-27T23:59:59,logintest.umt.edu,crtsh
,maintenance.housing.berkeley.edu,"C=GB, ST=Greater Manchester, L=Salford, O=COMODO CA Limited, CN=COMODO High-Assurance Secure Server CA",,,,2013-08-08T23:59:59,maintenance.housing.berkeley.edu;www.maintenance.housing.berkeley.edu,crtsh
,www.wsulaw.edu,"C=US, O=""Thawte, Inc."", CN=Thawte SSL CA",,,,2013-08-12T23:59:59,Education Management Corporation;www.wsulaw.edu,crtsh
,www.salve.edu,"C=US, O=""VeriSign, Inc."", OU=VeriSign Trust Network, OU=Terms of use at https://www.verisign.com/rpa (c)10, CN=VeriSign Class 3 Secure Server CA - G3",,,,2013-04-24T23:59:59,salve.edu;www.salve.edu,crtsh
,*.usw.edu,"C=US, O=DigiCert Inc, OU=www.digicert.com, CN=DigiCert High Assurance CA-3",,,,2013-11-20T23:59:59,portals.usw.edu;ruth.usw.edu;*.usw.edu;usw.edu,crtsh
,careers.healthcare.uci.edu,"C=US, O=""Thawte, Inc."", CN=Thawte SSL CA",,,,2013-11-02T23:59:59,careers.healthcare.uci.edu,crtsh
,collins.utulsa.edu,"C=US, O=DigiCert Inc, OU=www.digicert.com, CN=DigiCert High Assurance CA-3",,,,2013-05-15T12:00:00,collins.utulsa.edu,crtsh
,webmail.ssl.berkeley.edu,"C=GB, ST=Greater Manchester, L=Salford, O=COMODO CA Limited, CN=COMODO High-Assurance Secure Server CA",,,,2013-06-21T23:59:59,webmail.ssl.berkeley.edu;www.webmail.ssl.berkeley.edu,crtsh
,www.acupuncture.edu,"C=US, O=Equifax, OU=Equifax Secure Certificate Authority",,,,2013-11-03T23:05:40,www.acupuncture.edu,crtsh
,library.dcccd.edu,"C=US, O=DigiCert Inc, OU=www.digicert.com, CN=DigiCert High Assurance EV CA-1",,,,2013-12-11T12:00:00,library.dcccd.edu;m.library.dcccd.edu,crtsh
,*.und.edu,"C=BE, O=GlobalSign nv-sa, CN=GlobalSign Organization Validation CA - G2",,,,2013-05-26T16:54:04,*.und.edu;und.edu,crtsh
,*.business.unc.edu,"C=US, O=DigiCert Inc, OU=www.digicert.com, CN=DigiCert High Assurance CA-3",,,,2013-05-06T12:00:00,*.business.unc.edu;business.unc.edu,crtsh
,s.norwich.edu,"C=US, O=DigiCert Inc, OU=www.digicert.com, CN=DigiCert High Assurance CA-3",,,,2013-08-07T12:00:00,s.norwich.edu,crtsh
,gdapply.ucsf.edu,"C=US, O=""Entrust, Inc."", OU=www.entrust.net/rpa is incorporated by reference, OU=""(c) 2009 Entrust, Inc."", CN=Entrust Certification Authority - L1C",,,,2013-06-01T21:11:37,gdapply.ucsf.edu,crtsh
,www2.csp.edu,"C=US, O=DigiCert Inc, OU=www.digicert.com, CN=DigiCert High Assurance CA-3",,,,2013-11-06T12:00:00,blackboard.csp.edu;blackboardtest.csp.edu;ezproxy.csp.edu;guestwireless.csp.edu;inb.csp.edu;www2.csp.edu;www.csp.edu,crtsh
,mydrive.uga.edu,"C=US, O=GeoTrust Inc., OU=Domain Validated SSL, CN=GeoTrust DV SSL CA",,,,2013-08-25T06:33:09,mydrive.uga.edu,crtsh
,cs.byu.edu,"C=US, O=DigiCert Inc, OU=www.digicert.com, CN=DigiCert High Assurance CA-3",,,,2013-09-04T23:59:59,cs.byu.edu,crtsh
,libproxy.uams.edu,"C=US, O=""Thawte, Inc."", CN=Thawte SSL CA",,,,2013-11-17T23:59:59,libproxy.uams.edu,crtsh
,email.library.arizona.edu,"C=US, ST=Arizona, L=Scottsdale, O=""GoDaddy.com, Inc."", OU=http://certificates.godaddy.com/repository, CN=Go Daddy Secure Certification Authority, serialNumber=07969287",,,,2013-09-24T17:26:03,autodiscover.u.library.arizona.edu;email.library.arizona.edu;pluto.library.arizona.edu;u.library.arizona.edu;www.email.library.arizona.edu,crtsh
,www.semo.edu,"C=US, O=""VeriSign, Inc."", OU=VeriSign Trust Network, OU=Terms of use at https://www.verisign.com/rpa (c)10, CN=VeriSign Class 3 Secure Server CA - G3",,,,2013-07-21T23:59:59,www.semo.edu,crtsh
,plv1-casvip.commnet.edu,"C=US, O=DigiCert Inc, OU=www.digicert.com, CN=DigiCert High Assurance CA-3",,,,2013-11-14T12:00:00,fs.commnet.edu;idfinder.commnet.edu;intranet.txcc.commnet.edu;ManageSpam.ct.edu;mxprofilemgr.mxcc.commnet.edu;nv.edu;plv1-casvip.commnet.edu;plv1.commnet.edu;servicedesk.ct.edu;tunxis.commnet.edu;tunxis.edu;tx-asc-trac.txcc.commnet.edu;www.commnet.edu;www.mcc.commnet.edu;www.nvcc.commnet.edu;www.nv.edu;www.online.commnet.edu;www.ris.commnet.edu;www.tunxis.commnet.edu;www.tunxis.edu,crtsh
,*.chp.edu,"C=US, O=DigiCert Inc, OU=www.digicert.com, CN=DigiCert High Assurance CA-3",,,,2013-06-10T23:59:59,*.chp.edu;chp.edu;www.simpeds.chp.edu,crtsh
,wsu-vpn-3.wright.edu,"C=US, O=""Entrust, Inc."", OU=www.entrust.net/rpa is incorporated by reference, OU=""(c) 2009 Entrust, Inc."", CN=Entrust Certification Authority - L1C",,,,2013-08-21T01:02:49,wsu-vpn-3.wright.edu;wsu-vpn.wright.edu,crtsh
,*.nvcc.edu,"C=US, ST=Arizona, L=Scottsdale, O=""GoDaddy.com, Inc."", OU=http://certificates.godaddy.com/repository, CN=Go Daddy Secure Certification Authority, serialNumber=07969287",,,,2013-12-09T12:54:56,*.nvcc.edu;nvcc.edu,crtsh
,eLearn.tntech.edu,"C=US, ST=Arizona, L=Scottsdale, O=""GoDaddy.com, Inc."", OU=http://certificates.godaddy.com/repository, CN=Go Daddy Secure Certification Authority, serialNumber=07969287",,,,2013-03-29T19:45:47,eLearn.tntech.edu;www.eLearn.tntech.edu,crtsh
,redcap.ctsi.ufl.edu,"C=US, O=""Entrust, Inc."", OU=www.entrust.net/rpa is incorporated by reference, OU=""(c) 2009 Entrust, Inc."", CN=Entrust Certification Authority - L1C",,,,2013-06-20T01:40:49,redcap.ctsi.ufl.edu,crtsh
,login.uci.edu,"C=US, ST=Arizona, L=Scottsdale, O=""GoDaddy.com, Inc."", OU=http://certificates.godaddy.com/repository, CN=Go Daddy Secure Certification Authority, serialNumber=07969287",,,,2013-12-07T18:32:08,login.uci.edu;www.login.uci.edu,crtsh
,skyweb.angleton.isd.tenet.edu,"C=US, O=Equifax, OU=Equifax Secure Certificate Authority",,,,2013-07-20T21:45:40,skyweb.angleton.isd.tenet.edu,crtsh
,*.nees.rpi.edu,"C=US, O=""GeoTrust, Inc."", CN=RapidSSL CA",,,,2013-10-29T11:39:33,*.nees.rpi.edu,crtsh
,apps.sdbor.edu,"C=US, O=""Entrust, Inc."", OU=www.entrust.net/rpa is incorporated by reference, OU=""(c) 2009 Entrust, Inc."", CN=Entrust Certification Authority - L1C",,,,2013-11-11T17:42:21,apps.sdbor.edu,crtsh
,myportal.westcoastuniversity.edu,"C=US, O=""VeriSign, Inc."", OU=VeriSign Trust Network, OU=Terms of use at https://www.verisign.com/rpa (c)10, CN=VeriSign Class 3 International Server CA - G3",,,,2013-11-08T23:59:59,myportal.westcoastuniversity.edu,crtsh
,listserv.med.harvard.edu,"C=US, O=""GeoTrust, Inc."", CN=GeoTrust SSL CA",,,,2013-06-04T07:25:50,listserv.med.harvard.edu,crtsh
,www.som.uci.edu,"C=US, O=""Thawte, Inc."", CN=Thawte SSL CA",,,,2013-08-31T23:59:59,www.som.uci.edu,crtsh
,westcoastuniversity.edu,"C=US, O=""VeriSign, Inc."", OU=VeriSign Trust Network, OU=Terms of use at https://www.verisign.com/rpa (c)10, CN=VeriSign Class 3 Secure Server CA - G3",,,,2013-08-13T23:59:59,education;westcoastuniversity.edu,crtsh
,bookstore.unm.edu,"C=US, O=""Thawte, Inc."", CN=Thawte SGC CA - G2",,,,2013-10-17T23:59:59,bookstore.unm.edu,crtsh
,netpartner.cim.edu,"C=US, O=GeoTrust Inc., OU=Domain Validated SSL, CN=GeoTrust DV SSL CA",,,,2013-12-02T06:24:24,netpartner.cim.edu,crtsh
,*.thomasu.edu,"C=US, ST=Arizona, L=Scottsdale, O=""GoDaddy.com, Inc."", OU=http://certificates.godaddy.com/repository, CN=Go Daddy Secure Certification Authority, serialNumber=07969287",,,,2013-07-08T13:37:13,*.thomasu.edu;thomasu.edu,crtsh
,jobs.sinclair.edu,"C=US, O=DigiCert Inc, OU=www.digicert.com, CN=DigiCert High Assurance CA-3",,,,2013-12-17T12:00:00,jobs.sinclair.edu,crtsh
,shop.marquette.edu,"C=BE, O=GlobalSign nv-sa, CN=GlobalSign Organization Validation CA - G2",,,,2013-07-31T16:35:51,shop.marquette.edu,crtsh
,portal.covenant.edu,"C=US, O=""Thawte, Inc."", CN=Thawte SSL CA",,,,2013-08-15T23:59:59,portal.covenant.edu,crtsh
,*.slc.edu,"C=US, O=DigiCert Inc, OU=www.digicert.com, CN=DigiCert High Assurance CA-3",,,,2013-12-05T23:59:59,*.slc.edu;slc.edu,crtsh
,digitallibrary.regent.edu,"C=GB, ST=Greater Manchester, L=Salford, O=COMODO CA Limited, CN=COMODO High-Assurance Secure Server CA",,,,2013-07-10T23:59:59,digitallibrary.regent.edu;www.digitallibrary.regent.edu,crtsh
,admin2.okefenokeetech.edu,"C=US, ST=Arizona, L=Scottsdale, O=""GoDaddy.com, Inc."", OU=http://certificates.godaddy.com/repository, CN=Go Daddy Secure Certification Authority, serialNumber=07969287",,,,2013-08-23T21:39:48,admin2.okefenokeetech.edu;www.admin2.okefenokeetech.edu,crtsh
,secure4.hospital.uic.edu,"C=US, O=""Thawte, Inc."", CN=Thawte SSL CA",,,,2013-09-29T23:59:59,secure4.hospital.uic.edu,crtsh
,login.brandeis.edu,"C=US, O=""Thawte, Inc."", CN=Thawte SSL CA",,,,2013-09-04T23:59:59,login.brandeis.edu,crtsh
,leep.clarku.edu,"C=US, O=""GeoTrust, Inc."", CN=GeoTrust SSL CA",,,,2013-05-02T05:20:58,leep.clarku.edu,crtsh
,whoiam-test.cit.cornell.edu,"C=US, O=Internet2, OU=InCommon, CN=InCommon Server CA",,,,2013-04-13T23:59:59,*.whoiam-test.cit.cornell.edu;whoiam-test.cit.cornell.edu,crtsh
,passphrase.iu.edu,"C=US, O=Internet2, OU=InCommon, CN=InCommon Server CA",,,,2013-06-28T23:59:59,passphrase.iu.edu,crtsh
,ems.bentley.edu,"C=US, O=""GeoTrust, Inc."", CN=GeoTrust SSL CA",,,,2013-03-24T09:03:49,ems.bentley.edu,crtsh
,in.rhodes.edu,"C=US, O=""Thawte, Inc."", CN=Thawte SSL CA",,,,2013-06-27T23:59:59,in.rhodes.edu,crtsh
,myidentity.ku.edu,"C=US, O=DigiCert Inc, OU=www.digicert.com, CN=DigiCert High Assurance EV CA-1",,,,2013-12-13T12:00:00,myidentity.ku.edu,crtsh
,bookstore.keene.edu,"C=US, O=""VeriSign, Inc."", OU=VeriSign Trust Network, OU=Terms of use at https://www.verisign.com/rpa (c)10, CN=VeriSign Class 3 Secure Server CA - G3",,,,2013-08-03T23:59:59,bookstore.keene.edu,crtsh
,LonMorris.edu,"C=US, ST=Arizona, L=Scottsdale, O=""GoDaddy.com, Inc."", OU=http://certificates.godaddy.com/repository, CN=Go Daddy Secure Certification Authority, serialNumber=07969287",,,,2013-11-18T20:20:30,autodiscover.LonMorris.edu;exchange10.lonmorris.edu;LonMorris.edu;mail.lonmorris.edu;studentsfirst.lonmorris.edu;www.LonMorris.edu,crtsh
,www.trinitycollegeqc.edu,"C=US, ST=Arizona, L=Scottsdale, O=""GoDaddy.com, Inc."", OU=http://certificates.godaddy.com/repository, CN=Go Daddy Secure Certification Authority, serialNumber=07969287",,,,2013-09-23T16:03:47,trinitycollegeqc.edu;www.trinitycollegeqc.edu,crtsh
,callpilot.stevens.edu,"C=US, O=""VeriSign, Inc."", OU=VeriSign Trust Network, OU=Terms of use at https://www.verisign.com/rpa (c)10, CN=VeriSign Class 3 Secure Server CA - G3",,,,2013-08-23T23:59:59,callpilot.stevens.edu,crtsh
,inside.cts.edu,"C=US, O=""Thawte, Inc."", CN=Thawte SSL CA",,,,2013-08-16T23:59:59,inside.cts.edu,crtsh
,jenzabar.jfku.edu,"C=GB, ST=Greater Manchester, L=Salford, O=COMODO CA Limited, CN=COMODO High-Assurance Secure Server CA",,,,2013-12-29T23:59:59,jenzabar.jfku.edu;www.jenzabar.jfku.edu,crtsh
,ecommunity.ucf.edu,"C=US, O=Internet2, OU=InCommon, CN=InCommon Server CA",,,,2013-12-19T23:59:59,ecommunity.ucf.edu,crtsh
,mail.ucar.edu,"C=US, O=DigiCert Inc, OU=www.digicert.com, CN=DigiCert High Assurance CA-3",,,,2013-10-17T23:59:59,mail.ucar.edu,crtsh
,*.law.upenn.edu,"C=GB, ST=Greater Manchester, L=Salford, O=COMODO CA Limited, CN=COMODO High-Assurance Secure Server CA",,,,2013-04-06T23:59:59,*.law.upenn.edu;law.upenn.edu,crtsh
,locast.mit.edu,"C=US, O=""GeoTrust, Inc."", CN=GeoTrust SSL CA",,,,2013-06-03T16:06:01,locast.mit.edu,crtsh
,asuvpn.appstate.edu,"C=US, O=""GeoTrust, Inc."", CN=RapidSSL CA",,,,2013-12-02T13:26:01,asuvpn.appstate.edu,crtsh
,*.libproxy.unm.edu,"C=US, O=""GeoTrust, Inc."", CN=GeoTrust SSL CA",,,,2013-08-24T10:38:50,*.libproxy.unm.edu,crtsh
,patcouncil.sr.unh.edu,"C=IL, O=StartCom Ltd., OU=Secure Digital Certificate Signing, CN=StartCom Class 1 Primary Intermediate Server CA",,,,2013-12-21T19:13:20,domain.tech@unh.edu;patcouncil.sr.unh.edu;unh.edu,crtsh
,sonic.maconstate.edu,"C=US, O=GeoTrust Inc., OU=Domain Validated SSL, CN=GeoTrust DV SSL CA",,,,2013-08-03T00:40:09,sonic.maconstate.edu,crtsh
,www.albion.edu,"C=US, O=""Thawte, Inc."", CN=Thawte SSL CA",,,,2013-06-29T23:59:59,www.albion.edu,crtsh
,email.elon.edu,"C=US, O=""VeriSign, Inc."", OU=VeriSign Trust Network, OU=Terms of use at https://www.verisign.com/rpa (c)09, CN=VeriSign Class 3 Secure Server CA - G2",,,,2013-08-06T23:59:59,email.elon.edu,crtsh
,financialaid.berry.edu,"C=US, ST=Arizona, L=Scottsdale, O=""GoDaddy.com, Inc."", OU=http://certificates.godaddy.com/repository, CN=Go Daddy Secure Certification Authority, serialNumber=07969287",,,,2013-04-19T21:32:41,financialaid.berry.edu;www.financialaid.berry.edu,crtsh
,strl.acck.edu,"C=US, O=""GeoTrust, Inc."", CN=RapidSSL CA",,,,2013-11-10T04:22:47,strl.acck.edu,crtsh
,apps2.csmc.edu,"C=US, O=""VeriSign, Inc."", OU=VeriSign Trust Network, OU=Terms of use at https://www.verisign.com/rpa (c)10, CN=VeriSign Class 3 Secure Server CA - G3",,,,2013-11-19T23:59:59,apps2.csmc.edu,crtsh
,www.luthercollege.edu,"C=GB, ST=Greater Manchester, L=Salford, O=COMODO CA Limited, CN=COMODO High-Assurance Secure Server CA",,,,2013-05-21T23:59:59,luthercollege.edu;www.luthercollege.edu,crtsh
,ses.ncf.edu,"C=US, O=""GeoTrust, Inc."", CN=GeoTrust SSL CA",,,,2013-12-23T05:00:04,ses.ncf.edu,crtsh
,sharepoint.ebsp.msu.edu,"C=US, ST=UT, L=Salt Lake City, O=The USERTRUST Network, OU=http://www.usertrust.com, CN=UTN-USERFirst-Hardware",,,,2013-10-25T23:59:59,sharepoint.ebsp.msu.edu;www.sharepoint.ebsp.msu.edu,crtsh
,mail.physics.harvard.edu,"C=US, O=""GeoTrust, Inc."", CN=GeoTrust SSL CA",,,,2013-10-20T03:42:14,mail.physics.harvard.edu,crtsh
,secure.blackstone.edu,"C=US, O=DigiCert Inc, OU=www.digicert.com, CN=DigiCert High Assurance EV CA-1",,,,2013-05-23T12:00:00,secure.blackstone.edu;www.blackstone.edu,crtsh
,gridka-school.scc.kit.edu,"C=DE, ST=Baden-Wuerttemberg, L=Karlsruhe, O=Karlsruhe Institute of Technology, OU=Steinbuch Centre for Computing, CN=KIT-CA, emailAddress=ca@kit.edu",,,,2013-04-15T08:34:08,gridka-school.scc.kit.edu,crtsh
,supplemental.arts.ucla.edu,"C=US, O=Internet2, OU=InCommon, CN=InCommon Server CA",,,,2013-11-23T23:59:59,supplemental.arts.ucla.edu,crtsh
,online.ivytech.edu,"C=GB, ST=Greater Manchester, L=Salford, O=COMODO CA Limited, CN=COMODO High-Assurance Secure Server CA",,,,2013-05-24T23:59:59,online.ivytech.edu;www.online.ivytech.edu,crtsh
,medvideo.umms.med.umich.edu,"C=GB, ST=Greater Manchester, L=Salford, O=COMODO CA Limited, CN=COMODO High-Assurance Secure Server CA",,,,2013-06-29T23:59:59,medvideo.umms.med.umich.edu;www.medvideo.umms.med.umich.edu,crtsh
,best.bvu.edu,"C=US, O=""Thawte, Inc."", OU=Domain Validated SSL, CN=Thawte DV SSL CA",,,,2013-07-19T23:59:59,best.bvu.edu,crtsh
,resources.online.nwtc.edu,"C=US, O=""VeriSign, Inc."", OU=VeriSign Trust Network, OU=Terms of use at https://www.verisign.com/rpa (c)06, CN=VeriSign Class 3 Extended Validation SSL SGC CA",,,,2013-11-09T23:59:59,resources.online.nwtc.edu,crtsh
,safe.sa.buffalo.edu,"C=GB, ST=Greater Manchester, L=Salford, O=COMODO CA Limited, CN=COMODO High-Assurance Secure Server CA",,,,2013-03-29T23:59:59,safe.sa.buffalo.edu;www.safe.sa.buffalo.edu,crtsh
,illiad.cmich.edu,"C=US, O=""Entrust, Inc."", OU=www.entrust.net/rpa is incorporated by reference, OU=""(c) 2009 Entrust, Inc."", CN=Entrust Certification Authority - L1C",,,,2013-05-04T19:42:46,illiad.cmich.edu,crtsh
,alumnilibrary.mssm.edu,"C=US, O=GeoTrust Inc., OU=Domain Validated SSL, CN=GeoTrust DV SSL CA",,,,2013-03-23T21:27:40,alumnilibrary.mssm.edu;mssm.edu,crtsh
,www.cardservices.uga.edu,"C=US, O=GeoTrust Inc., OU=Domain Validated SSL, CN=GeoTrust DV SSL CA",,,,2013-12-03T19:42:41,www.cardservices.uga.edu,crtsh
,lists.pacific.edu,"C=US, ST=Arizona, L=Scottsdale, O=""GoDaddy.com, Inc."", OU=http://certificates.godaddy.com/repository, CN=Go Daddy Secure Certification Authority, serialNumber=07969287",,,,2013-04-19T22:01:34,lists.pacific.edu;www.lists.pacific.edu,crtsh
,docs.slac.stanford.edu,"C=US, O=""Thawte, Inc."", CN=Thawte SSL CA",,,,2013-11-05T23:59:59,docs.slac.stanford.edu,crtsh
,hotel.aux.umass.edu,"C=US, O=""VeriSign, Inc."", OU=VeriSign Trust Network, OU=Terms of use at https://www.verisign.com/rpa (c)10, CN=VeriSign Class 3 Secure Server CA - G3",,,,2013-04-30T23:59:59,hotel.aux.umass.edu,crtsh
,cashier.pnca.edu,"C=US, O=GeoTrust Inc, OU=See www.geotrust.com/resources/cps (c)06, CN=GeoTrust Extended Validation SSL CA",,,,2013-10-05T18:19:51,cashier.pnca.edu,crtsh
,www.ext.nodak.edu,"C=BE, O=GlobalSign nv-sa, CN=GlobalSign Organization Validation CA - G2",,,,2013-09-26T13:21:30,ext.nodak.edu;www.ext.nodak.edu,crtsh
,idp.coppin.edu,"C=US, O=""VeriSign, Inc."", OU=VeriSign Trust Network, OU=Terms of use at https://www.verisign.com/rpa (c)10, CN=VeriSign Class 3 Secure Server CA - G3",,,,2013-10-27T23:59:59,idp.coppin.edu,crtsh
,insite.regis.edu,"C=GB, ST=Greater Manchester, L=Salford, O=COMODO CA Limited, CN=COMODO High-Assurance Secure Server CA",,,,2013-12-27T23:59:59,insite.regis.edu;www.insite.regis.edu,crtsh
,*.earth.northwestern.edu,"C=US, O=""GeoTrust, Inc."", CN=RapidSSL CA",,,,2013-10-02T04:15:59,*.earth.northwestern.edu,crtsh
,vpn1.suffolk.edu,"C=US, O=Equifax, OU=Equifax Secure Certificate Authority",,,,2013-04-16T16:42:45,vpn1.suffolk.edu,crtsh
